client,service,transaction_type,activity_date,amount
QuantumCraft Inc.,Advisory Services,Corporate Action,2020-05-31,233
QuantumCraft Inc.,Advisory Services,Corporate Action,2020-09-10,703
QuantumCraft Inc.,Advisory Services,Inquiry,2023-08-16,0
QuantumCraft Inc.,Advisory Services,FX Transaction,2022-04-12,114
QuantumCraft Inc.,Advisory Services,Trade Execution,2021-11-13,688
QuantumCraft Inc.,Advisory Services,Contract Renewal,2022-02-23,672
QuantumCraft Inc.,Advisory Services,Onboarding,2020-09-03,710
QuantumCraft Inc.,Advisory Services,Cash Settlement,2021-09-13,75
QuantumCraft Inc.,Advisory Services,Contract Renewal,2020-07-20,665
QuantumCraft Inc.,Advisory Services,Contract Renewal,2023-10-31,293
QuantumCraft Inc.,Trade Settlements,Onboarding,2022-09-05,738
QuantumCraft Inc.,Trade Settlements,Onboarding,2020-01-21,163
QuantumCraft Inc.,Trade Settlements,Inquiry,2023-04-17,0
QuantumCraft Inc.,Trade Settlements,Contract Termination,2019-04-27,834
QuantumCraft Inc.,Trade Settlements,FX Transaction,2022-09-14,337
QuantumCraft Inc.,Trade Settlements,Reconciliation,2023-01-17,36
QuantumCraft Inc.,Trade Settlements,Corporate Action,2020-08-28,275
QuantumCraft Inc.,Trade Settlements,FX Transaction,2021-04-08,407
QuantumCraft Inc.,Trade Settlements,Trade Execution,2022-04-09,735
QuantumCraft Inc.,Trade Settlements,Contract Termination,2020-12-03,753
QuantumCraft Inc.,Trade Settlements,Contract Termination,2022-11-06,557
QuantumCraft Inc.,Trade Settlements,Corporate Action,2022-10-07,377
QuantumCraft Inc.,Trade Settlements,Inquiry,2020-09-06,0
QuantumCraft Inc.,Trade Settlements,Reconciliation,2023-09-18,683
QuantumCraft Inc.,Currency Management,Inquiry,2020-01-06,0
QuantumCraft Inc.,Currency Management,Onboarding,2019-07-19,492
QuantumCraft Inc.,Currency Management,Reconciliation,2023-02-26,274
QuantumCraft Inc.,Currency Management,Inquiry,2023-04-12,0
QuantumCraft Inc.,Currency Management,Reconciliation,2022-10-24,931
QuantumCraft Inc.,Currency Management,Contract Renewal,2022-09-02,101
QuantumCraft Inc.,Currency Management,Contract Termination,2020-12-28,238
QuantumCraft Inc.,Currency Management,Onboarding,2021-05-11,817
QuantumCraft Inc.,Currency Management,Contract Renewal,2021-01-31,276
QuantumCraft Inc.,Currency Management,Onboarding,2021-08-07,881
QuantumCraft Inc.,Currency Management,Cash Settlement,2021-08-21,64
QuantumCraft Inc.,Currency Management,Cash Settlement,2021-08-25,920
QuantumCraft Inc.,Currency Management,Contract Termination,2021-10-21,132
QuantumCraft Inc.,Currency Management,FX Transaction,2021-12-21,315
QuantumCraft Inc.,Equity and Fixed Income,FX Transaction,2019-04-21,901
QuantumCraft Inc.,Equity and Fixed Income,Reconciliation,2019-10-09,215
QuantumCraft Inc.,Equity and Fixed Income,Contract Renewal,2021-04-18,593
QuantumCraft Inc.,Equity and Fixed Income,Corporate Action,2019-10-21,333
QuantumCraft Inc.,Equity and Fixed Income,Reconciliation,2023-05-15,92
QuantumCraft Inc.,Equity and Fixed Income,Corporate Action,2020-11-12,656
QuantumCraft Inc.,Equity and Fixed Income,Reconciliation,2020-10-03,659
QuantumCraft Inc.,Equity and Fixed Income,Trade Execution,2019-01-10,472
QuantumCraft Inc.,Equity and Fixed Income,Onboarding,2020-03-04,789
QuantumCraft Inc.,Equity and Fixed Income,Reconciliation,2022-03-26,792
QuantumCraft Inc.,Equity and Fixed Income,Reconciliation,2021-09-29,814
QuantumCraft Inc.,Equity and Fixed Income,Cash Settlement,2019-09-23,639
QuantumCraft Inc.,Equity and Fixed Income,FX Transaction,2022-07-21,449
QuantumCraft Inc.,Equity and Fixed Income,FX Transaction,2021-05-28,998
InnovateX Solutions,Custody,Corporate Action,2021-02-24,14
InnovateX Solutions,Custody,Trade Execution,2021-12-29,214
InnovateX Solutions,Custody,Contract Renewal,2019-01-29,923
InnovateX Solutions,Custody,Contract Renewal,2023-03-31,863
InnovateX Solutions,Custody,Inquiry,2020-01-26,0
InnovateX Solutions,Custody,Trade Execution,2022-10-17,14
InnovateX Solutions,Custody,Contract Termination,2020-04-08,720
InnovateX Solutions,Custody,Contract Renewal,2020-10-01,142
InnovateX Solutions,Custody,Cash Settlement,2021-02-24,525
InnovateX Solutions,Custody,Onboarding,2019-12-09,76
InnovateX Solutions,Custody,Trade Execution,2020-09-02,981
InnovateX Solutions,Custody,Onboarding,2021-07-22,755
InnovateX Solutions,Custody,Inquiry,2022-05-06,0
InnovateX Solutions,Custody,Inquiry,2020-11-22,0
InnovateX Solutions,Advisory Services,FX Transaction,2023-12-24,713
InnovateX Solutions,Advisory Services,Reconciliation,2020-12-02,933
InnovateX Solutions,Advisory Services,Corporate Action,2021-01-05,778
InnovateX Solutions,Advisory Services,Contract Termination,2019-12-04,980
InnovateX Solutions,Advisory Services,FX Transaction,2019-02-09,243
InnovateX Solutions,Advisory Services,Contract Termination,2023-01-29,144
InnovateX Solutions,Advisory Services,Contract Termination,2023-02-12,32
InnovateX Solutions,Advisory Services,Inquiry,2019-12-13,0
InnovateX Solutions,Advisory Services,Cash Settlement,2021-01-20,738
InnovateX Solutions,Advisory Services,Trade Execution,2021-02-07,907
InnovateX Solutions,Advisory Services,Onboarding,2023-04-29,557
InnovateX Solutions,Advisory Services,Trade Execution,2022-05-01,59
InnovateX Solutions,Advisory Services,Cash Settlement,2022-08-31,866
InnovateX Solutions,Advisory Services,Trade Execution,2019-04-09,716
InnovateX Solutions,Currency Management,Cash Settlement,2021-05-03,464
InnovateX Solutions,Currency Management,FX Transaction,2019-09-11,570
InnovateX Solutions,Currency Management,Onboarding,2021-08-29,728
InnovateX Solutions,Currency Management,Reconciliation,2020-02-25,721
InnovateX Solutions,Currency Management,Trade Execution,2020-09-08,440
InnovateX Solutions,Currency Management,Cash Settlement,2022-09-18,542
InnovateX Solutions,Currency Management,Onboarding,2022-06-29,630
InnovateX Solutions,Currency Management,Reconciliation,2021-05-07,860
InnovateX Solutions,Currency Management,Cash Settlement,2021-11-13,746
InnovateX Solutions,Currency Management,Cash Settlement,2020-08-01,126
InnovateX Solutions,Currency Management,Cash Settlement,2021-10-16,213
InnovateX Solutions,Currency Management,Contract Termination,2023-05-13,279
InnovateX Solutions,Currency Management,Inquiry,2020-02-18,0
InnovateX Solutions,Currency Management,Contract Renewal,2022-12-11,429
InnovateX Solutions,Digital Assets,Onboarding,2019-11-25,50
InnovateX Solutions,Digital Assets,Inquiry,2021-10-13,0
InnovateX Solutions,Digital Assets,Contract Termination,2022-11-10,965
InnovateX Solutions,Digital Assets,Corporate Action,2020-11-08,250
InnovateX Solutions,Digital Assets,Trade Execution,2019-01-27,697
InnovateX Solutions,Digital Assets,Cash Settlement,2019-08-15,865
InnovateX Solutions,Digital Assets,Corporate Action,2019-11-02,982
InnovateX Solutions,Digital Assets,Cash Settlement,2023-05-16,533
InnovateX Solutions,Digital Assets,Cash Settlement,2023-01-21,750
InnovateX Solutions,Digital Assets,Cash Settlement,2020-06-08,669
InnovateX Solutions,Digital Assets,Contract Termination,2021-07-24,313
InnovateX Solutions,Digital Assets,Onboarding,2021-08-08,61
InnovateX Solutions,Digital Assets,Cash Settlement,2023-07-24,188
InnovateX Solutions,Digital Assets,Trade Execution,2023-10-12,307
InnovateX Solutions,Hedge Fund Services,Contract Renewal,2023-06-30,703
InnovateX Solutions,Hedge Fund Services,Contract Renewal,2021-05-22,766
InnovateX Solutions,Hedge Fund Services,Cash Settlement,2019-07-14,881
InnovateX Solutions,Hedge Fund Services,Trade Execution,2019-01-20,882
InnovateX Solutions,Hedge Fund Services,Reconciliation,2022-09-20,672
InnovateX Solutions,Hedge Fund Services,Reconciliation,2020-11-04,376
InnovateX Solutions,Hedge Fund Services,Corporate Action,2022-06-27,284
InnovateX Solutions,Hedge Fund Services,Cash Settlement,2021-02-02,844
InnovateX Solutions,Hedge Fund Services,Contract Renewal,2020-01-10,126
InnovateX Solutions,Hedge Fund Services,FX Transaction,2021-03-30,995
InnovateX Solutions,Hedge Fund Services,Corporate Action,2020-07-10,865
InnovateX Solutions,Hedge Fund Services,FX Transaction,2022-11-13,881
InnovateX Solutions,Hedge Fund Services,Corporate Action,2023-06-27,441
InnovateX Solutions,Hedge Fund Services,Reconciliation,2019-08-20,145
InnovateX Solutions,Security Finances,Trade Execution,2023-09-26,173
InnovateX Solutions,Security Finances,Cash Settlement,2021-05-02,943
InnovateX Solutions,Security Finances,Corporate Action,2023-07-02,592
InnovateX Solutions,Security Finances,Corporate Action,2020-01-07,635
InnovateX Solutions,Security Finances,FX Transaction,2023-05-15,377
InnovateX Solutions,Security Finances,Trade Execution,2023-11-02,710
InnovateX Solutions,Security Finances,Reconciliation,2021-09-16,952
InnovateX Solutions,Security Finances,Corporate Action,2019-08-20,918
InnovateX Solutions,Security Finances,FX Transaction,2021-06-21,57
InnovateX Solutions,Security Finances,Cash Settlement,2020-06-19,680
InnovateX Solutions,Security Finances,Contract Renewal,2019-01-26,731
InnovateX Solutions,Security Finances,Inquiry,2023-04-21,0
InnovateX Solutions,Security Finances,Contract Termination,2022-10-03,904
InnovateX Solutions,Security Finances,Contract Renewal,2021-11-29,545
Moonshot Technologies,Advisory Services,Cash Settlement,2021-06-05,687
Moonshot Technologies,Advisory Services,Contract Termination,2021-09-13,364
Moonshot Technologies,Advisory Services,FX Transaction,2019-11-01,869
Moonshot Technologies,Advisory Services,Inquiry,2022-06-09,0
Moonshot Technologies,Advisory Services,Trade Execution,2019-01-24,668
Moonshot Technologies,Advisory Services,Reconciliation,2021-11-01,879
Moonshot Technologies,Advisory Services,Corporate Action,2023-10-11,517
Moonshot Technologies,Advisory Services,Reconciliation,2019-06-03,779
Moonshot Technologies,Advisory Services,Corporate Action,2020-10-18,256
Moonshot Technologies,Advisory Services,Contract Renewal,2020-07-23,61
Moonshot Technologies,Advisory Services,Inquiry,2020-04-01,0
Moonshot Technologies,Advisory Services,Inquiry,2022-08-10,0
Moonshot Technologies,Advisory Services,FX Transaction,2021-04-05,846
Moonshot Technologies,Advisory Services,Contract Termination,2019-06-11,480
Moonshot Technologies,Currency Management,Corporate Action,2023-06-29,596
Moonshot Technologies,Currency Management,Corporate Action,2019-06-30,887
Moonshot Technologies,Currency Management,Corporate Action,2021-07-04,333
Moonshot Technologies,Currency Management,Cash Settlement,2021-10-15,773
Moonshot Technologies,Currency Management,Trade Execution,2019-07-30,423
Moonshot Technologies,Currency Management,FX Transaction,2019-03-15,580
Moonshot Technologies,Currency Management,Inquiry,2019-01-01,0
Moonshot Technologies,Currency Management,Cash Settlement,2023-06-10,628
Moonshot Technologies,Currency Management,Onboarding,2023-12-28,530
Moonshot Technologies,Currency Management,Inquiry,2020-02-28,0
Moonshot Technologies,Currency Management,Corporate Action,2020-11-29,382
Moonshot Technologies,Currency Management,Trade Execution,2023-07-31,238
Moonshot Technologies,Currency Management,Corporate Action,2020-11-10,583
Moonshot Technologies,Currency Management,Corporate Action,2023-01-07,682
Moonshot Technologies,Trade Settlements,Contract Renewal,2023-01-06,473
Moonshot Technologies,Trade Settlements,Cash Settlement,2019-07-19,787
Moonshot Technologies,Trade Settlements,Contract Termination,2019-01-05,359
Moonshot Technologies,Trade Settlements,Contract Renewal,2023-08-27,658
Moonshot Technologies,Trade Settlements,Onboarding,2022-01-26,544
Moonshot Technologies,Trade Settlements,Contract Renewal,2022-12-08,118
Moonshot Technologies,Trade Settlements,Trade Execution,2019-12-03,514
Moonshot Technologies,Trade Settlements,Reconciliation,2023-08-11,744
Moonshot Technologies,Trade Settlements,FX Transaction,2019-08-08,270
Moonshot Technologies,Trade Settlements,Contract Termination,2020-01-20,133
Moonshot Technologies,Trade Settlements,FX Transaction,2020-03-17,478
Moonshot Technologies,Trade Settlements,Contract Termination,2023-01-07,356
Moonshot Technologies,Trade Settlements,Cash Settlement,2023-03-31,434
Moonshot Technologies,Trade Settlements,Trade Execution,2022-07-20,867
Moonshot Technologies,Custody,Cash Settlement,2023-05-01,923
Moonshot Technologies,Custody,Corporate Action,2021-07-25,684
Moonshot Technologies,Custody,Inquiry,2019-10-03,0
Moonshot Technologies,Custody,Corporate Action,2019-01-09,553
Moonshot Technologies,Custody,Trade Execution,2022-02-07,967
Moonshot Technologies,Custody,FX Transaction,2023-09-14,609
Moonshot Technologies,Custody,Corporate Action,2021-11-07,809
Moonshot Technologies,Custody,Reconciliation,2022-11-17,602
Moonshot Technologies,Custody,Reconciliation,2023-02-05,844
Moonshot Technologies,Custody,Reconciliation,2019-08-01,406
Moonshot Technologies,Custody,Contract Renewal,2021-10-29,912
Moonshot Technologies,Custody,FX Transaction,2021-05-07,633
Moonshot Technologies,Custody,Contract Termination,2020-07-14,417
Moonshot Technologies,Custody,Contract Renewal,2020-08-25,473
Apex Innovations,Trade Settlements,Reconciliation,2019-10-10,432
Apex Innovations,Trade Settlements,Inquiry,2020-09-04,0
Apex Innovations,Trade Settlements,Inquiry,2023-10-29,0
Apex Innovations,Trade Settlements,Contract Renewal,2022-12-28,764
Apex Innovations,Trade Settlements,Inquiry,2022-07-19,0
Apex Innovations,Trade Settlements,Contract Termination,2020-02-16,224
Apex Innovations,Trade Settlements,Onboarding,2022-11-07,363
Apex Innovations,Trade Settlements,Reconciliation,2022-12-25,675
Apex Innovations,Trade Settlements,Reconciliation,2021-10-28,565
Apex Innovations,Trade Settlements,Contract Renewal,2022-12-25,128
Apex Innovations,Trade Settlements,Contract Renewal,2022-02-25,501
Apex Innovations,Trade Settlements,FX Transaction,2022-10-12,775
Apex Innovations,Trade Settlements,Inquiry,2020-08-08,0
Apex Innovations,Trade Settlements,FX Transaction,2023-07-14,23
Apex Innovations,Advisory Services,Inquiry,2019-08-07,0
Apex Innovations,Advisory Services,Trade Execution,2021-02-19,158
Apex Innovations,Advisory Services,Trade Execution,2022-10-04,67
Apex Innovations,Advisory Services,Contract Termination,2020-06-30,778
Apex Innovations,Advisory Services,Reconciliation,2020-08-09,709
Apex Innovations,Advisory Services,Onboarding,2019-10-27,869
Apex Innovations,Advisory Services,Trade Execution,2022-11-15,813
Apex Innovations,Advisory Services,Onboarding,2020-02-22,781
Apex Innovations,Advisory Services,Inquiry,2019-03-08,0
Apex Innovations,Advisory Services,Contract Renewal,2023-07-26,473
Apex Innovations,Advisory Services,Cash Settlement,2022-06-15,898
Apex Innovations,Advisory Services,Inquiry,2023-11-07,0
Apex Innovations,Advisory Services,Contract Termination,2023-03-01,672
Apex Innovations,Advisory Services,Inquiry,2021-03-07,0
Apex Innovations,Digital Assets,Contract Termination,2021-11-12,813
Apex Innovations,Digital Assets,Onboarding,2022-11-20,690
Apex Innovations,Digital Assets,Trade Execution,2021-02-20,406
Apex Innovations,Digital Assets,FX Transaction,2023-06-03,711
Apex Innovations,Digital Assets,Contract Renewal,2022-02-04,65
Apex Innovations,Digital Assets,Trade Execution,2023-03-04,267
Apex Innovations,Digital Assets,Contract Termination,2022-06-24,899
Apex Innovations,Digital Assets,Corporate Action,2023-08-27,240
Apex Innovations,Digital Assets,Contract Renewal,2023-03-27,612
Apex Innovations,Digital Assets,Inquiry,2023-02-21,0
Apex Innovations,Digital Assets,Contract Termination,2023-05-09,752
Apex Innovations,Digital Assets,Contract Termination,2020-08-25,469
Apex Innovations,Digital Assets,Reconciliation,2022-10-30,86
Apex Innovations,Digital Assets,Reconciliation,2019-12-22,762
Apex Innovations,Equity and Fixed Income,Inquiry,2019-09-02,0
Apex Innovations,Equity and Fixed Income,FX Transaction,2019-03-25,448
Apex Innovations,Equity and Fixed Income,Onboarding,2022-02-13,280
Apex Innovations,Equity and Fixed Income,Reconciliation,2019-11-26,608
Apex Innovations,Equity and Fixed Income,Onboarding,2019-01-12,348
Apex Innovations,Equity and Fixed Income,Corporate Action,2022-12-24,969
Apex Innovations,Equity and Fixed Income,Reconciliation,2019-03-23,167
Apex Innovations,Equity and Fixed Income,Contract Renewal,2022-05-07,62
Apex Innovations,Equity and Fixed Income,Onboarding,2021-10-01,818
Apex Innovations,Equity and Fixed Income,Inquiry,2021-01-03,0
Apex Innovations,Equity and Fixed Income,Cash Settlement,2023-05-25,734
Apex Innovations,Equity and Fixed Income,Contract Renewal,2021-12-12,235
Apex Innovations,Equity and Fixed Income,Reconciliation,2021-12-02,79
Apex Innovations,Equity and Fixed Income,Inquiry,2019-11-23,0
Apex Innovations,NAV Calculation,FX Transaction,2022-01-17,559
Apex Innovations,NAV Calculation,FX Transaction,2019-07-08,367
Apex Innovations,NAV Calculation,Contract Termination,2023-12-15,228
Apex Innovations,NAV Calculation,Contract Renewal,2020-11-09,379
Apex Innovations,NAV Calculation,Onboarding,2020-03-23,983
Apex Innovations,NAV Calculation,Inquiry,2021-08-30,0
Apex Innovations,NAV Calculation,Inquiry,2023-08-14,0
Apex Innovations,NAV Calculation,Trade Execution,2019-08-23,694
Apex Innovations,NAV Calculation,Contract Renewal,2021-07-01,256
Apex Innovations,NAV Calculation,Contract Termination,2019-03-23,708
Apex Innovations,NAV Calculation,Contract Renewal,2021-02-20,947
Apex Innovations,NAV Calculation,Cash Settlement,2021-03-01,272
Apex Innovations,NAV Calculation,Inquiry,2023-01-22,0
Apex Innovations,NAV Calculation,Onboarding,2019-02-20,943
Apex Innovations,Hedge Fund Services,Inquiry,2023-08-11,0
Apex Innovations,Hedge Fund Services,Contract Renewal,2021-11-19,832
Apex Innovations,Hedge Fund Services,Inquiry,2021-07-01,0
Apex Innovations,Hedge Fund Services,Corporate Action,2019-03-31,313
Apex Innovations,Hedge Fund Services,Contract Termination,2020-10-18,536
Apex Innovations,Hedge Fund Services,Cash Settlement,2019-07-16,181
Apex Innovations,Hedge Fund Services,Inquiry,2021-12-28,0
Apex Innovations,Hedge Fund Services,Trade Execution,2022-07-07,77
Apex Innovations,Hedge Fund Services,Contract Termination,2022-10-04,654
Apex Innovations,Hedge Fund Services,Contract Termination,2023-11-07,711
Apex Innovations,Hedge Fund Services,FX Transaction,2023-09-08,116
Apex Innovations,Hedge Fund Services,Contract Termination,2022-01-06,858
Apex Innovations,Hedge Fund Services,FX Transaction,2022-08-17,846
Apex Innovations,Hedge Fund Services,Cash Settlement,2023-03-10,712
Apex Innovations,Custody,Reconciliation,2019-02-18,480
Apex Innovations,Custody,Contract Renewal,2019-03-19,99
Apex Innovations,Custody,Cash Settlement,2019-04-22,192
Apex Innovations,Custody,Onboarding,2022-02-16,82
Apex Innovations,Custody,Contract Termination,2020-06-13,427
Apex Innovations,Custody,FX Transaction,2021-07-12,655
Apex Innovations,Custody,FX Transaction,2021-06-05,333
Apex Innovations,Custody,Trade Execution,2021-03-08,699
Apex Innovations,Custody,Cash Settlement,2021-12-31,16
Apex Innovations,Custody,Cash Settlement,2023-03-29,773
Apex Innovations,Custody,Trade Execution,2022-12-06,878
Apex Innovations,Custody,Cash Settlement,2021-01-02,960
Apex Innovations,Custody,Inquiry,2019-08-06,0
Apex Innovations,Custody,Onboarding,2023-05-31,712
Apex Innovations,Security Finances,Onboarding,2022-05-27,98
Apex Innovations,Security Finances,Onboarding,2023-04-17,958
Apex Innovations,Security Finances,Corporate Action,2021-02-20,414
Apex Innovations,Security Finances,Trade Execution,2021-08-28,170
Apex Innovations,Security Finances,Inquiry,2020-03-26,0
Apex Innovations,Security Finances,Reconciliation,2023-03-10,410
Apex Innovations,Security Finances,Inquiry,2020-08-27,0
Apex Innovations,Security Finances,Reconciliation,2020-09-02,703
Apex Innovations,Security Finances,Contract Renewal,2019-01-23,576
Apex Innovations,Security Finances,Inquiry,2019-10-17,0
Apex Innovations,Security Finances,Cash Settlement,2019-03-27,15
Apex Innovations,Security Finances,FX Transaction,2022-01-05,570
Apex Innovations,Security Finances,Cash Settlement,2020-09-16,225
Apex Innovations,Security Finances,Contract Renewal,2020-03-09,432
Apex Innovations,Currency Management,Inquiry,2019-10-19,0
Apex Innovations,Currency Management,Reconciliation,2020-01-12,236
Apex Innovations,Currency Management,Onboarding,2020-02-02,127
Apex Innovations,Currency Management,Reconciliation,2022-10-06,828
Apex Innovations,Currency Management,Trade Execution,2023-10-10,779
Apex Innovations,Currency Management,Inquiry,2021-08-02,0
Apex Innovations,Currency Management,Inquiry,2019-05-30,0
Apex Innovations,Currency Management,Onboarding,2022-10-07,78
Apex Innovations,Currency Management,Onboarding,2019-07-21,212
Apex Innovations,Currency Management,Corporate Action,2020-11-08,375
Apex Innovations,Currency Management,Reconciliation,2022-10-06,681
Apex Innovations,Currency Management,Contract Termination,2019-07-24,301
Apex Innovations,Currency Management,Cash Settlement,2020-02-01,335
Apex Innovations,Currency Management,Corporate Action,2021-07-11,346
FusionWorks Group,Digital Assets,Onboarding,2022-11-21,608
FusionWorks Group,Digital Assets,Reconciliation,2022-03-04,590
FusionWorks Group,Digital Assets,Contract Renewal,2023-07-13,333
FusionWorks Group,Digital Assets,FX Transaction,2019-12-12,14
FusionWorks Group,Digital Assets,Contract Renewal,2020-05-19,814
FusionWorks Group,Digital Assets,Contract Termination,2022-12-29,767
FusionWorks Group,Digital Assets,FX Transaction,2020-07-20,870
FusionWorks Group,Digital Assets,Contract Renewal,2019-10-03,705
FusionWorks Group,Digital Assets,Contract Renewal,2023-12-03,501
FusionWorks Group,Digital Assets,Corporate Action,2021-07-01,377
FusionWorks Group,Digital Assets,Onboarding,2021-09-24,574
FusionWorks Group,Digital Assets,Cash Settlement,2019-12-26,671
FusionWorks Group,Digital Assets,Cash Settlement,2023-09-20,297
FusionWorks Group,Digital Assets,Reconciliation,2023-12-31,561
FusionWorks Group,NAV Calculation,Contract Termination,2020-06-23,761
FusionWorks Group,NAV Calculation,Cash Settlement,2023-01-29,87
FusionWorks Group,NAV Calculation,Trade Execution,2023-10-06,529
FusionWorks Group,NAV Calculation,Trade Execution,2023-07-23,605
FusionWorks Group,NAV Calculation,FX Transaction,2023-04-25,614
FusionWorks Group,NAV Calculation,Contract Termination,2019-03-17,574
FusionWorks Group,NAV Calculation,Onboarding,2022-01-18,925
FusionWorks Group,NAV Calculation,Inquiry,2021-08-24,0
FusionWorks Group,NAV Calculation,Reconciliation,2021-01-19,411
FusionWorks Group,NAV Calculation,Contract Termination,2023-12-31,800
FusionWorks Group,NAV Calculation,Onboarding,2019-10-02,485
FusionWorks Group,NAV Calculation,Inquiry,2021-11-11,0
FusionWorks Group,NAV Calculation,Cash Settlement,2021-03-23,382
FusionWorks Group,NAV Calculation,Inquiry,2019-01-22,0
FusionWorks Group,Currency Management,Contract Termination,2023-10-03,997
FusionWorks Group,Currency Management,Reconciliation,2023-03-31,536
FusionWorks Group,Currency Management,Reconciliation,2021-07-02,173
FusionWorks Group,Currency Management,Reconciliation,2022-03-05,981
FusionWorks Group,Currency Management,Reconciliation,2023-02-16,759
FusionWorks Group,Currency Management,Corporate Action,2021-01-04,51
FusionWorks Group,Currency Management,Contract Termination,2023-04-09,509
FusionWorks Group,Currency Management,Contract Termination,2019-05-09,280
FusionWorks Group,Currency Management,Contract Renewal,2020-04-24,53
FusionWorks Group,Currency Management,Contract Termination,2021-11-26,939
FusionWorks Group,Currency Management,Contract Renewal,2021-03-05,490
FusionWorks Group,Currency Management,Corporate Action,2023-12-11,57
FusionWorks Group,Currency Management,Trade Execution,2022-08-21,341
FusionWorks Group,Currency Management,Cash Settlement,2022-12-12,543
FusionWorks Group,Security Finances,Onboarding,2023-09-06,769
FusionWorks Group,Security Finances,Onboarding,2022-03-31,567
FusionWorks Group,Security Finances,Reconciliation,2021-02-10,679
FusionWorks Group,Security Finances,FX Transaction,2021-01-18,611
FusionWorks Group,Security Finances,Cash Settlement,2021-11-24,267
FusionWorks Group,Security Finances,FX Transaction,2020-04-01,538
FusionWorks Group,Security Finances,FX Transaction,2020-12-23,846
FusionWorks Group,Security Finances,Contract Renewal,2021-09-24,821
FusionWorks Group,Security Finances,Corporate Action,2023-12-22,628
FusionWorks Group,Security Finances,Trade Execution,2021-10-24,913
FusionWorks Group,Security Finances,Reconciliation,2021-06-19,179
FusionWorks Group,Security Finances,Contract Termination,2019-06-07,536
FusionWorks Group,Security Finances,Onboarding,2020-03-09,163
FusionWorks Group,Security Finances,Reconciliation,2019-11-19,380
FusionWorks Group,Equity and Fixed Income,Cash Settlement,2022-09-15,245
FusionWorks Group,Equity and Fixed Income,FX Transaction,2023-07-20,348
FusionWorks Group,Equity and Fixed Income,Cash Settlement,2021-09-13,701
FusionWorks Group,Equity and Fixed Income,Corporate Action,2021-09-08,225
FusionWorks Group,Equity and Fixed Income,Reconciliation,2022-08-18,863
FusionWorks Group,Equity and Fixed Income,FX Transaction,2019-02-15,259
FusionWorks Group,Equity and Fixed Income,Trade Execution,2019-09-19,597
FusionWorks Group,Equity and Fixed Income,Reconciliation,2019-10-03,654
FusionWorks Group,Equity and Fixed Income,Inquiry,2019-03-22,0
FusionWorks Group,Equity and Fixed Income,Reconciliation,2019-04-25,180
FusionWorks Group,Equity and Fixed Income,Onboarding,2020-01-04,539
FusionWorks Group,Equity and Fixed Income,FX Transaction,2022-05-12,587
FusionWorks Group,Equity and Fixed Income,Trade Execution,2023-12-05,746
FusionWorks Group,Equity and Fixed Income,Onboarding,2019-06-25,231
FusionWorks Group,Multi Asset Class Sol,Corporate Action,2022-05-27,492
FusionWorks Group,Multi Asset Class Sol,Corporate Action,2019-12-16,234
FusionWorks Group,Multi Asset Class Sol,FX Transaction,2022-05-15,156
FusionWorks Group,Multi Asset Class Sol,Reconciliation,2022-06-30,685
FusionWorks Group,Multi Asset Class Sol,Inquiry,2020-06-25,0
FusionWorks Group,Multi Asset Class Sol,Reconciliation,2023-01-23,712
FusionWorks Group,Multi Asset Class Sol,Contract Renewal,2021-07-17,620
FusionWorks Group,Multi Asset Class Sol,Cash Settlement,2020-04-15,397
FusionWorks Group,Multi Asset Class Sol,FX Transaction,2019-09-28,121
FusionWorks Group,Multi Asset Class Sol,Trade Execution,2020-02-19,545
FusionWorks Group,Multi Asset Class Sol,Inquiry,2022-11-02,0
FusionWorks Group,Multi Asset Class Sol,FX Transaction,2023-08-20,163
FusionWorks Group,Multi Asset Class Sol,Cash Settlement,2019-12-30,497
FusionWorks Group,Multi Asset Class Sol,Trade Execution,2023-12-03,812
FusionWorks Group,Trade Settlements,Inquiry,2021-10-27,0
FusionWorks Group,Trade Settlements,Cash Settlement,2019-07-10,503
FusionWorks Group,Trade Settlements,Reconciliation,2022-05-20,562
FusionWorks Group,Trade Settlements,Trade Execution,2023-05-06,704
FusionWorks Group,Trade Settlements,FX Transaction,2021-12-05,440
FusionWorks Group,Trade Settlements,Contract Renewal,2023-11-27,54
FusionWorks Group,Trade Settlements,Inquiry,2021-05-28,0
FusionWorks Group,Trade Settlements,Contract Termination,2023-07-02,503
FusionWorks Group,Trade Settlements,FX Transaction,2020-12-18,613
FusionWorks Group,Trade Settlements,Cash Settlement,2021-05-21,147
FusionWorks Group,Trade Settlements,Onboarding,2021-09-04,794
FusionWorks Group,Trade Settlements,Contract Termination,2023-10-26,95
FusionWorks Group,Trade Settlements,Onboarding,2022-05-10,907
FusionWorks Group,Trade Settlements,Inquiry,2021-04-16,0
FusionWorks Group,Advisory Services,Onboarding,2020-01-23,15
FusionWorks Group,Advisory Services,Trade Execution,2022-03-29,545
FusionWorks Group,Advisory Services,Cash Settlement,2021-11-30,17
FusionWorks Group,Advisory Services,FX Transaction,2022-09-02,220
FusionWorks Group,Advisory Services,Contract Renewal,2021-04-17,380
FusionWorks Group,Advisory Services,Cash Settlement,2019-11-13,446
FusionWorks Group,Advisory Services,Onboarding,2020-06-19,885
FusionWorks Group,Advisory Services,Inquiry,2021-05-17,0
FusionWorks Group,Advisory Services,Contract Renewal,2022-06-07,292
FusionWorks Group,Advisory Services,FX Transaction,2023-03-27,218
